"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-04-26","Western Europe","Dusseldorf","1","1","business","5853","28396","Russia"
"2019-04-29","International","Orlando","3","1","business","11231","28396","Russia"
"2019-04-21","International","Helsinki","6","0","leasure","34825","28396","Russia"
"2019-04-22","Russia","Shadrinsk","4","1","business","15271","22973","Russia"
"2019-04-17","Russia","Kaluga","2","1","business","7563","31163","Russia"
"2019-06-05","Southern Europe","Santa Eulalia del Rio","9","1","leasure","102204","28396","Russia"
"2019-07-12","International","Las Vegas","5","1","business","72519","13309","CIS"
"2019-06-01","Southern Europe","Barcelona","14","0","leasure","108598","21734","Russia"
"2019-04-17","Russia","Berezniki","2","1","business","7171","21535","Russia"
"2019-06-19","Southern Europe","Rome","5","1","business","29458","15693","Russia"
"2019-04-29","Arabia","Dubai","3","0","business","15836","19022","Visegrad Group"
"2019-04-18","Russia","Saint Petersburg","4","0","leasure","10999","7699","Russia"
"2019-12-27","International","Heviz","11","1","leasure","125925","24435","Arabia"
"2019-05-01","International","Reykjavik","2","1","business","25537","28396","Russia"
"2019-04-27","International","Prague","3","1","business","18161","29203","International"
"2019-04-22","Russia","Yuzhno-Sakhalinsk","5","1","business","22670","23161","Russia"
"2019-04-17","Russia","Yoshkar-Ola","13","1","leasure","43520","27220","CIS"
"2019-04-29","Western Europe","Paris","1","1","leasure","12257","24815","Western Europe"
"2019-04-16","Russia","Sarapul","3","1","leasure","23717","5949","Russia"
"2019-04-20","Russia","Moscow","2","0","leasure","5392","5893","Russia"
"2019-04-17","Russia","Sochi","1","0","business","4292","14031","Russia"
"2019-05-23","Western Europe","London","3","1","leasure","41022","6686","Russia"
"2019-04-30","International","Ganzhou","1","1","business","3934","23455","Russia"
"2019-05-16","International","Istanbul","4","1","leasure","33803","15501","International"
"2019-06-10","Arabia","Dubai","2","1","business","9232","34802","International"
"2019-04-20","Western Europe","Amsterdam","2","1","leasure","30123","5892","Russia"
"2019-06-01","Russia","Shcherbinka","1","0","leasure","1589","29826","Russia"
"2019-05-14","Southern Europe","Milan","7","0","leasure","94115","5945","Russia"
"2019-05-09","International","Guangzhou","14","1","leasure","71594","24813","Russia"
"2019-04-23","Russia","Yekaterinburg","1","1","business","4832","5949","Russia"
"2019-04-17","Southern Europe","Castelldefels","2","1","business","12649","22824","Visegrad Group"
"2019-04-22","International","Wilmington","1","1","business","7806","22824","Visegrad Group"
"2019-06-30","Russia","Saint Petersburg","4","1","business","20234","18821","Russia"
"2019-04-16","Russia","Tikhvin","1","0","business","2631","15692","Russia"
"2019-05-08","Western Europe","Liverpool","1","1","business","5597","24763","Western Europe"
"2019-04-23","Western Europe","Matching","1","1","business","6610","24763","Western Europe"
"2019-05-16","Western Europe","Paris","17","0","leasure","200129","0",""
"2019-07-04","Russia","Sochi","30","1","leasure","204600","0",""
"2019-04-15","Russia","Chelyabinsk","1","1","business","2886","0",""
"2019-07-29","International","Tokyo","15","1","leasure","98622","0",""
"2019-06-01","International","Olsztyn","2","1","leasure","11444","0",""
"2019-04-23","International","Prague","12","0","leasure","54260","0",""
"2019-05-06","Western Europe","Paris","8","0","leasure","139416","0",""
"2019-05-06","Southern Europe","Lloret de Mar","10","1","leasure","47843","0",""
"2019-04-27","Southern Europe","Lloret de Mar","7","1","leasure","31359","0",""
"2019-05-13","Western Europe","Paris","5","1","business","94526","0",""
"2019-05-17","Southern Europe","Florence","10","0","leasure","43253","0",""
"2019-04-26","Arabia","Tunis","2","1","leasure","39577","0",""
"2019-06-10","Western Europe","Lyon","14","0","leasure","73476","0",""
"2019-04-24","Russia","Saint Petersburg","1","0","business","700","0",""
"2019-05-04","Southern Europe","Athens","7","1","leasure","73785","0",""
"2019-04-23","Arabia","Hammamet","8","1","leasure","29636","0",""
"2019-05-02","Western Europe","Pantin","3","0","leasure","16502","0",""
"2019-04-16","Arabia","Dubai","14","1","leasure","29152","0",""
"2019-04-20","Russia","Moscow","14","0","leasure","86970","0",""
"2019-05-10","Western Europe","Pantin","6","1","leasure","39812","0",""
"2019-04-27","Western Europe","Paris","9","0","leasure","87408","0",""
"2019-04-25","International","Prague","8","0","leasure","24534","0",""
"2019-05-06","Southern Europe","Lloret de Mar","10","1","leasure","47843","0",""
"2019-05-18","Southern Europe","Zagreb","1","0","leasure","291","0",""
"2019-06-04","Western Europe","Paris","16","1","leasure","240765","0",""
"2019-04-16","Russia","Kurumoch","1","1","business","2853","0",""
"2019-05-05","International","Houston","5","0","business","129263","0",""
"2019-05-05","Western Europe","Munich","1","0","leasure","5452","0",""
"2019-05-04","Western Europe","Schwangau","1","1","leasure","10904","0",""
"2019-05-10","CIS","Yerevan","3","1","leasure","21463","0",""
"2019-05-30","Western Europe","Paris","16","0","leasure","260654","0",""
"2019-04-19","Western Europe","Paris","2","1","leasure","17665","0",""
"2019-05-03","Western Europe","Berlin","1","1","leasure","7879","0",""
"2019-06-01","Southern Europe","Madrid","9","0","leasure","171123","0",""
"2019-05-20","Southern Europe","Barcelona","7","0","leasure","74531","0",""
"2019-04-25","Southern Europe","Milan","4","1","leasure","59923","0",""
"2019-05-01","Southern Europe","Rome","9","1","leasure","48620","0",""
"2019-06-15","Southern Europe","Barcelona","15","0","leasure","164160","0",""
"2019-04-20","Russia","Moscow","14","0","leasure","58410","0",""
"2019-07-14","Southern Europe","Rome","4","1","business","12285","18422","International"
"2019-07-07","Western Europe","Zurich","2","0","business","15167","12055","Russia"
"2019-04-20","Russia","Moscow","1","0","leasure","3403","20402","Russia"
"2019-06-10","International","Rio de Janeiro","4","1","business","27373","26555","Russia"
"2019-09-22","Western Europe","Berlin","4","1","business","14529","23782","CIS"
"2019-10-01","Western Europe","Lausanne","3","1","business","34528","23923","Arabia"
"2019-12-13","Western Europe","Munich","7","1","leasure","55789","8223","Russia"
"2019-09-16","International","Tbilisi","5","1","business","19929","37662","Russia"
"2019-07-29","International","Bangkok","2","1","leasure","16069","33338","Western Europe"
"2019-06-25","International","Hong Kong","5","1","business","45794","19274","Baltic States"
"2019-04-16","Southern Europe","Vasto","1","1","business","3631","19318","Balkans"
"2019-04-25","International","Phuket","7","1","leasure","105663","33014","International"
"2020-01-31","International","Singapore","2","1","leasure","27492","11106","CIS"
"2019-05-04","International","Prague","2","1","leasure","9807","24615","International"
"2019-05-07","Western Europe","Paris","7","1","leasure","80998","15843","CIS"
"2019-04-25","International","Tel Aviv","5","0","business","29185","22424","CIS"
"2019-06-11","Western Europe","Alnwick","1","1","business","12229","7557","Russia"
"2019-06-13","Western Europe","Cardiff","2","1","business","17268","7557","Russia"
"2019-04-16","Russia","Volzhskiy","2","1","business","4474","6261","Russia"
"2019-04-25","Russia","Saint Petersburg","3","1","leasure","52224","8376","Russia"
"2019-05-27","International","Krakow","5","1","business","14107","25614","International"
"2019-04-16","Russia","Moscow","1","1","business","5002","21468","Russia"
"2019-04-18","Russia","Moscow","2","1","business","8429","4313","International"
"2019-06-02","Western Europe","Paris","5","1","business","40690","6268","Russia"
"2019-06-15","Southern Europe","Naples","3","0","leasure","30134","6349","Russia"
"2019-04-17","CIS","Atyrau","8","1","leasure","30705","4016","CIS"
"2019-04-24","Russia","Yekaterinburg","2","1","business","7976","7880","Russia"
"2019-05-03","CIS","Baku","6","1","leasure","22504","23196","Russia"
"2019-04-28","Arabia","Dubai","6","1","leasure","82821","22424","CIS"
"2019-05-15","Southern Europe","Rome","10","0","leasure","147972","16376","Russia"
"2019-04-18","Russia","Novosibirsk","2","1","business","10578","16741","Russia"
"2019-04-25","Russia","Kazan","1","1","business","5457","21468","Russia"
"2019-04-22","Russia","Stavropol","2","1","business","26244","35902","Russia"
"2019-04-21","International","New Delhi","11","1","leasure","136539","26990","CIS"
"2019-05-05","Southern Europe","Porches","7","0","leasure","21970","14468","Russia"
"2019-04-16","Russia","Moscow","2","0","business","7893","34083","Russia"
"2019-04-15","Western Europe","Cologne","1","1","business","18901","32745","Balkans"
"2019-04-16","International","Bydgoszcz","1","1","business","10323","32745","Balkans"
"2019-05-17","International","New Orleans","6","1","leasure","85737","21614","CIS"
"2019-05-23","Southern Europe","Opatija","2","1","business","13537","25154","Balkans"
"2019-06-03","Russia","Moscow","1","1","business","11065","14393","Russia"
"2019-05-05","Southern Europe","San Giljan","13","1","leasure","83685","31015","Visegrad Group"
"2019-05-05","Southern Europe","Zagreb","1","1","business","10025","27537","Balkans"
"2019-04-21","International","Antalya","2","1","business","11361","11539","Russia"
"2019-07-17","Russia","Saint Petersburg","4","1","business","21589","12440","International"
"2019-04-24","Russia","Salekhard","2","1","business","7648","25591","Russia"
"2019-04-18","Russia","Vladikavkaz","5","1","business","10935","16189","Russia"
"2019-04-20","Russia","Stavropol","1","1","leasure","2686","14806","Russia"
"2019-04-28","Southern Europe","Sant Boi de Llobregat","1","1","business","5907","13729","Russia"
"2019-04-16","Russia","Yeysk","3","1","business","4471","13729","Russia"
"2019-04-29","Southern Europe","Barcelona","14","0","leasure","260493","13729","Russia"
"2019-04-17","Russia","Moscow","1","1","business","11994","7604","Russia"
"2019-11-06","International","New York","4","1","business","37729","29356","Southern Europe"
"2019-04-23","International","New York","3","0","business","95957","27464","International"
"2019-04-24","Western Europe","London","1","1","business","7192","34543","Visegrad Group"
"2019-04-17","Russia","Voronezh","1","1","business","5200","13729","Russia"
"2019-05-14","International","Seoul","4","0","business","2121","28805","CIS"
"2019-04-22","Russia","Yaroslavl","3","1","business","10957","7516","Russia"
"2019-04-22","Russia","Kazan","1","1","business","5668","22888","Russia"
"2019-05-23","Russia","Saint Petersburg","2","1","business","11323","7516","Russia"
"2019-04-16","Russia","Barnaul","3","1","business","15081","7516","Russia"
"2019-04-17","Russia","Kazan","2","1","business","4554","7516","Russia"
"2019-05-02","Russia","Moscow","1","1","business","4768","25221","Russia"
"2019-05-06","International","Shimoda","5","0","leasure","43125","25252","Russia"
"2019-04-24","Western Europe","Lyon","1","1","business","9337","16552","Russia"
"2019-04-25","Russia","Moscow","3","1","leasure","9298","16100","Russia"
"2019-04-17","Russia","Feodosiya","1","1","business","1800","27111","Russia"
"2019-04-18","Russia","Saint Petersburg","1","1","business","4383","10579","Russia"
"2019-04-17","Western Europe","Amsterdam","4","1","business","124778","27832","Russia"
"2019-05-12","International","Helsinki","3","0","business","17519","19395","International"
"2019-06-04","Western Europe","London","7","1","leasure","59891","6573","Russia"
"2019-04-18","Russia","Krasnoyarsk","1","1","business","4397","5963","Russia"
"2019-04-18","Russia","Saint Petersburg","1","1","business","5580","16354","Russia"
"2019-10-10","Southern Europe","Oleiros","2","1","business","16041","7033","Russia"
"2019-04-30","International","Cleveland","10","1","leasure","120908","26582","Russia"
"2019-05-11","CIS","Almaty","1","1","leasure","3400","16325","Russia"
"2019-04-18","CIS","Tashkent","1","1","business","4072","22760","CIS"
"2019-04-16","International","Antalya","5","1","business","8719","15959","International"
"2019-05-19","Russia","Moscow","6","1","leasure","24112","14684","Russia"
"2019-04-17","Russia","Dmitrov","2","1","business","7125","14684","Russia"
"2019-06-01","International","San Jose","7","0","leasure","163351","26582","Russia"
"2019-05-01","Western Europe","London","1","1","business","14904","5782","Russia"
"2019-04-17","Russia","Ulyanovsk","1","1","business","1876","16624","Russia"
"2019-04-17","International","Gdansk","1","1","business","2396","31976","Visegrad Group"
"2019-04-15","Southern Europe","Pesaro","1","0","business","6106","23150","Baltic States"
"2019-05-06","Western Europe","Frankfurt","4","1","business","56557","13393","CIS"
"2019-05-01","Western Europe","Vienna","7","1","leasure","97774","21093","CIS"
"2019-04-17","Russia","Primorskiy","1","0","business","1034","5782","Russia"
"2019-05-08","Western Europe","Munich","5","0","business","43108","21093","CIS"
"2019-05-13","Western Europe","Loerrach","4","0","business","31627","14684","Russia"
"2019-04-17","Russia","Murmansk","2","1","business","7843","10194","Russia"
"2019-04-17","Arabia","Dubai","1","0","business","4626","21768","Arabia"
"2019-04-27","Southern Europe","Bergamo","2","0","leasure","13163","6036","Russia"
"2019-04-19","Russia","Moscow","1","0","business","8651","19344","CIS"
"2019-05-05","Southern Europe","Rome","4","1","business","27143","16112","CIS"
"2019-05-12","Western Europe","London","1","1","business","14310","26582","Russia"
"2019-04-16","CIS","Bishkek","1","1","business","2021","5782","Russia"
